,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,811,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,529,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,17,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:26:47,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D002,score,0.15,cnter,1282,2969,area,5,width,3,height,2
,,class name,D002,score,0.61,cnter,3085,2958,area,866,width,46,height,32
,,class name,D002,score,0.64,cnter,1213,2902,area,3557,width,60,height,112
,,class name,D002,score,0.18,cnter,2852,2778,area,187,width,18,height,24
,,class name,D002,score,0.15,cnter,2815,2745,area,1,width,1,height,2
,,class name,D002,score,0.16,cnter,1229,2728,area,16,width,5,height,5
,,class name,D002,score,0.16,cnter,1226,2721,area,32,width,11,height,6
,,class name,D002,score,0.28,cnter,2771,2751,area,6532,width,183,height,131
,,class name,D002,score,0.29,cnter,1205,2756,area,4089,width,46,height,156
,,class name,D002,score,0.15,cnter,1214,2631,area,1,width,1,height,1
,,class name,D002,score,0.19,cnter,1527,2310,area,182,width,25,height,16
,,class name,D002,score,0.16,cnter,1847,1793,area,4,width,3,height,2
,,class name,D002,score,0.16,cnter,1534,731,area,2,width,1,height,3
,,class name,D002,score,0.15,cnter,1279,664,area,1,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,812,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,529,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,17,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:26:52,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D002,score,0.15,cnter,1282,2969,area,5,width,3,height,2
,,class name,D002,score,0.61,cnter,3085,2958,area,866,width,46,height,32
,,class name,D002,score,0.64,cnter,1213,2902,area,3557,width,60,height,112
,,class name,D002,score,0.18,cnter,2852,2778,area,187,width,18,height,24
,,class name,D002,score,0.15,cnter,2815,2745,area,1,width,1,height,2
,,class name,D002,score,0.16,cnter,1229,2728,area,16,width,5,height,5
,,class name,D002,score,0.16,cnter,1226,2721,area,32,width,11,height,6
,,class name,D002,score,0.28,cnter,2771,2751,area,6535,width,183,height,131
,,class name,D002,score,0.29,cnter,1205,2756,area,4089,width,46,height,156
,,class name,D002,score,0.15,cnter,1214,2631,area,1,width,1,height,1
,,class name,D002,score,0.19,cnter,1527,2310,area,182,width,25,height,16
,,class name,D002,score,0.16,cnter,1847,1793,area,4,width,3,height,2
,,class name,D002,score,0.16,cnter,1534,731,area,2,width,1,height,3
,,class name,D002,score,0.15,cnter,1279,664,area,1,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,811,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,528,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,18,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:27:03,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D002,score,0.15,cnter,1282,2969,area,5,width,3,height,2
,,class name,D002,score,0.61,cnter,3085,2958,area,866,width,46,height,32
,,class name,D002,score,0.64,cnter,1213,2902,area,3557,width,60,height,112
,,class name,D002,score,0.18,cnter,2852,2778,area,187,width,18,height,24
,,class name,D002,score,0.15,cnter,2815,2745,area,1,width,1,height,2
,,class name,D002,score,0.16,cnter,1229,2728,area,16,width,5,height,5
,,class name,D002,score,0.16,cnter,1226,2721,area,32,width,11,height,6
,,class name,D002,score,0.28,cnter,2771,2751,area,6534,width,183,height,131
,,class name,D002,score,0.29,cnter,1205,2756,area,4089,width,46,height,156
,,class name,D002,score,0.15,cnter,1214,2631,area,1,width,1,height,1
,,class name,D002,score,0.19,cnter,1527,2310,area,182,width,25,height,16
,,class name,D002,score,0.16,cnter,1847,1793,area,4,width,3,height,2
,,class name,D002,score,0.16,cnter,1534,731,area,2,width,1,height,3
,,class name,D002,score,0.15,cnter,1279,664,area,1,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,812,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,529,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,17,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:27:20,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D002,score,0.15,cnter,1282,2969,area,5,width,3,height,2
,,class name,D002,score,0.61,cnter,3085,2958,area,866,width,46,height,32
,,class name,D002,score,0.64,cnter,1213,2902,area,3559,width,60,height,112
,,class name,D002,score,0.18,cnter,2852,2778,area,187,width,18,height,24
,,class name,D002,score,0.15,cnter,2815,2745,area,1,width,1,height,2
,,class name,D002,score,0.16,cnter,1229,2728,area,16,width,5,height,5
,,class name,D002,score,0.16,cnter,1226,2721,area,32,width,11,height,6
,,class name,D002,score,0.28,cnter,2771,2751,area,6535,width,183,height,131
,,class name,D002,score,0.29,cnter,1205,2756,area,4089,width,46,height,156
,,class name,D002,score,0.15,cnter,1214,2631,area,1,width,1,height,1
,,class name,D002,score,0.19,cnter,1527,2310,area,182,width,25,height,16
,,class name,D002,score,0.16,cnter,1847,1793,area,4,width,3,height,2
,,class name,D002,score,0.16,cnter,1534,731,area,2,width,1,height,3
,,class name,D002,score,0.15,cnter,1279,664,area,1,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,811,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,529,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,17,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:27:45,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D002,score,0.15,cnter,1282,2969,area,5,width,3,height,2
,,class name,D002,score,0.61,cnter,3085,2958,area,866,width,46,height,32
,,class name,D002,score,0.64,cnter,1213,2902,area,3557,width,60,height,112
,,class name,D002,score,0.18,cnter,2852,2778,area,187,width,18,height,24
,,class name,D002,score,0.15,cnter,2815,2745,area,1,width,1,height,2
,,class name,D002,score,0.16,cnter,1229,2728,area,16,width,5,height,5
,,class name,D002,score,0.16,cnter,1226,2721,area,32,width,11,height,6
,,class name,D002,score,0.28,cnter,2771,2751,area,6534,width,183,height,131
,,class name,D002,score,0.29,cnter,1205,2756,area,4089,width,46,height,156
,,class name,D002,score,0.15,cnter,1214,2631,area,1,width,1,height,1
,,class name,D002,score,0.19,cnter,1527,2310,area,182,width,25,height,16
,,class name,D002,score,0.16,cnter,1847,1793,area,4,width,3,height,2
,,class name,D002,score,0.16,cnter,1534,731,area,2,width,1,height,3
,,class name,D002,score,0.15,cnter,1279,664,area,1,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,651,area,2,width,1,height,2
,,class name,D002,score,0.15,cnter,1279,647,area,2,width,1,height,2
,,class name,D002,score,0.21,cnter,1272,599,area,812,width,17,height,62
,,class name,D002,score,0.15,cnter,1253,544,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1259,528,area,1,width,1,height,1
,,class name,D002,score,0.15,cnter,1279,520,area,2,width,2,height,3
,,class name,D002,score,0.19,cnter,1256,522,area,529,width,39,height,27
,,class name,D002,score,0.16,cnter,1263,500,area,17,width,9,height,3
,,class name,D002,score,0.18,cnter,1278,503,area,43,width,5,height,13
,,class name,D002,score,0.19,cnter,1243,489,area,363,width,17,height,28
14-12-2023, 11:28:02,image name,002_16.00_060_4.jpg,model name,Proj_015_281123_083000_29112023_083724.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,
14-12-2023, 11:28:04,image name,002_16.00_060_4.jpg,model name,Proj_015_281123_083000_29112023_083724.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D015,score,0.16,cnter,3069,2958,area,28,width,6,height,7
,,class name,D015,score,0.16,cnter,2833,2839,area,12,width,4,height,4
,,class name,D015,score,0.20,cnter,2869,2818,area,21,width,8,height,3
,,class name,D015,score,0.16,cnter,2837,2782,area,8,width,3,height,3
,,class name,D015,score,0.16,cnter,2852,2777,area,14,width,4,height,5
,,class name,D015,score,0.20,cnter,4330,2480,area,39,width,8,height,6
,,class name,D015,score,0.17,cnter,4103,2218,area,32,width,7,height,6
,,class name,D015,score,0.17,cnter,4095,2218,area,9,width,2,height,5
,,class name,D015,score,0.64,cnter,5096,2219,area,1317,width,125,height,90
,,class name,D015,score,0.15,cnter,5023,2166,area,2,width,2,height,1
,,class name,D015,score,0.19,cnter,5005,2153,area,209,width,28,height,20
,,class name,D015,score,0.23,cnter,4324,1846,area,38,width,8,height,6
,,class name,D015,score,0.15,cnter,3800,1837,area,1,width,1,height,1
,,class name,D015,score,0.20,cnter,2220,1669,area,62,width,10,height,8
,,class name,D015,score,0.16,cnter,2049,1624,area,7,width,2,height,5
,,class name,D015,score,0.17,cnter,3270,1538,area,32,width,12,height,4
,,class name,D015,score,0.20,cnter,3850,1532,area,44,width,6,height,8
,,class name,D015,score,0.16,cnter,1715,1095,area,6,width,3,height,3
,,class name,D015,score,0.19,cnter,1704,952,area,48,width,8,height,7
,,class name,D015,score,0.29,cnter,1536,727,area,112,width,8,height,20
14-12-2023, 11:28:10,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D015,score,0.16,cnter,3069,2958,area,28,width,6,height,7
,,class name,D015,score,0.16,cnter,2833,2839,area,12,width,4,height,4
,,class name,D015,score,0.20,cnter,2869,2818,area,21,width,8,height,3
,,class name,D015,score,0.16,cnter,2837,2782,area,8,width,3,height,3
,,class name,D015,score,0.16,cnter,2852,2777,area,15,width,4,height,5
,,class name,D015,score,0.20,cnter,4330,2480,area,39,width,8,height,6
,,class name,D015,score,0.17,cnter,4103,2218,area,32,width,7,height,6
,,class name,D015,score,0.17,cnter,4095,2218,area,8,width,2,height,5
,,class name,D015,score,0.64,cnter,5096,2219,area,1317,width,125,height,90
,,class name,D015,score,0.15,cnter,5023,2166,area,2,width,2,height,1
,,class name,D015,score,0.19,cnter,5005,2153,area,209,width,28,height,20
,,class name,D015,score,0.23,cnter,4324,1846,area,38,width,8,height,6
,,class name,D015,score,0.15,cnter,3800,1837,area,1,width,1,height,1
,,class name,D015,score,0.20,cnter,2220,1669,area,62,width,10,height,8
,,class name,D015,score,0.16,cnter,2049,1624,area,7,width,2,height,5
,,class name,D015,score,0.17,cnter,3270,1538,area,32,width,12,height,4
,,class name,D015,score,0.20,cnter,3850,1532,area,44,width,6,height,8
,,class name,D015,score,0.16,cnter,1715,1095,area,6,width,3,height,3
,,class name,D015,score,0.19,cnter,1704,952,area,48,width,8,height,7
,,class name,D015,score,0.29,cnter,1536,727,area,112,width,8,height,20
14-12-2023, 11:28:13,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.15,1.00, roi used,false, angle,0.00, x,102.00, y,145.00, width,5380.00, height,3430.00
,,class name,D015,score,0.16,cnter,3069,2958,area,28,width,6,height,7
,,class name,D015,score,0.16,cnter,2833,2839,area,12,width,4,height,4
,,class name,D015,score,0.20,cnter,2869,2818,area,21,width,8,height,3
,,class name,D015,score,0.16,cnter,2837,2782,area,8,width,3,height,3
,,class name,D015,score,0.16,cnter,2852,2777,area,14,width,4,height,5
,,class name,D015,score,0.20,cnter,4330,2480,area,39,width,8,height,6
,,class name,D015,score,0.17,cnter,4103,2218,area,32,width,7,height,6
,,class name,D015,score,0.17,cnter,4095,2218,area,9,width,2,height,5
,,class name,D015,score,0.64,cnter,5096,2219,area,1317,width,125,height,90
,,class name,D015,score,0.15,cnter,5023,2166,area,2,width,2,height,1
,,class name,D015,score,0.19,cnter,5005,2153,area,209,width,28,height,20
,,class name,D015,score,0.23,cnter,4324,1846,area,38,width,8,height,6
,,class name,D015,score,0.20,cnter,2220,1669,area,62,width,10,height,8
,,class name,D015,score,0.16,cnter,2049,1624,area,7,width,2,height,5
,,class name,D015,score,0.17,cnter,3270,1538,area,32,width,12,height,4
,,class name,D015,score,0.20,cnter,3850,1532,area,44,width,6,height,8
,,class name,D015,score,0.16,cnter,1715,1095,area,6,width,3,height,3
,,class name,D015,score,0.19,cnter,1704,952,area,48,width,8,height,7
,,class name,D015,score,0.29,cnter,1536,727,area,112,width,8,height,20
14-12-2023, 11:30:26,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:30:29,image name,002_16.00_060_4.jpg,model name,Proj_011_291023_200501_30102023_123848.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.91,cnter,3087,2957,area,593,width,34,height,25
,,class name,D223,score,0.22,cnter,4688,2815,area,6,width,5,height,2
,,class name,D223,score,0.22,cnter,4330,2479,area,8,width,3,height,3
,,class name,D223,score,0.24,cnter,1705,952,area,22,width,5,height,6
14-12-2023, 11:32:03,image name,002_16.00_060_4.jpg,model name,Proj_010_261023_110700_26102023_154930.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:32:11,image name,002_16.00_060_4.jpg,model name,Proj_010_261023_110700_26102023_154930.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.38,cnter,3086,2958,area,208,width,25,height,18
,,class name,D223,score,0.21,cnter,3894,2561,area,5,width,6,height,2
14-12-2023, 11:32:19,image name,002_16.00_060_4.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:32:29,image name,002_16.00_060_4.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.21,cnter,3068,2958,area,7,width,2,height,5
,,class name,D223,score,0.64,cnter,3087,2958,area,638,width,34,height,26
,,class name,D223,score,0.20,cnter,2853,2808,area,2,width,2,height,2
,,class name,D223,score,0.21,cnter,2838,2803,area,18,width,6,height,5
,,class name,D223,score,0.54,cnter,4637,2795,area,1670,width,86,height,56
,,class name,D223,score,0.21,cnter,1551,1532,area,15,width,8,height,3
,,class name,D223,score,0.21,cnter,1540,1532,area,5,width,3,height,3
,,class name,D223,score,0.22,cnter,1704,952,area,14,width,4,height,5
,,class name,D223,score,0.23,cnter,1534,728,area,20,width,3,height,7
14-12-2023, 11:33:35,image name,002_16.00_060_4.jpg,model name,Proj_018_051223_121600_06122023_081640.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:33:37,image name,002_16.00_060_4.jpg,model name,Proj_018_051223_121600_06122023_081640.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D002,score,0.61,cnter,3085,2957,area,537,width,29,height,26
,,class name,D002,score,0.65,cnter,1215,2906,area,2497,width,50,height,94
,,class name,D002,score,0.22,cnter,2846,2805,area,166,width,25,height,15
,,class name,D002,score,0.24,cnter,2809,2782,area,127,width,17,height,13
,,class name,D002,score,0.29,cnter,1205,2783,area,1571,width,40,height,62
,,class name,D002,score,0.20,cnter,2711,2717,area,1,width,1,height,2
,,class name,D002,score,0.20,cnter,2767,2771,area,2,width,2,height,2
,,class name,D002,score,0.20,cnter,2769,2771,area,2,width,2,height,2
,,class name,D002,score,0.20,cnter,2771,2771,area,2,width,2,height,2
,,class name,D002,score,0.28,cnter,2746,2740,area,1622,width,75,height,55
,,class name,D002,score,0.21,cnter,1274,614,area,43,width,9,height,8
14-12-2023, 11:36:53,image name,223_03.00_043_1.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:36:55,image name,223_03.00_043_1.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.48,cnter,5386,3458,area,518,width,54,height,28
,,class name,D223,score,0.20,cnter,5416,3440,area,2,width,2,height,1
,,class name,D223,score,0.21,cnter,5462,3275,area,33,width,6,height,9
,,class name,D223,score,0.20,cnter,5461,3267,area,1,width,1,height,1
,,class name,D223,score,0.26,cnter,5439,3251,area,57,width,10,height,8
,,class name,D223,score,0.27,cnter,5459,3217,area,64,width,9,height,12
,,class name,D223,score,0.44,cnter,5465,3151,area,267,width,15,height,28
,,class name,D223,score,0.62,cnter,5468,2924,area,1185,width,18,height,172
,,class name,D223,score,0.33,cnter,5469,2788,area,172,width,7,height,38
,,class name,D223,score,0.21,cnter,5470,2749,area,8,width,3,height,4
,,class name,D223,score,0.35,cnter,5468,2721,area,77,width,9,height,11
,,class name,D223,score,0.21,cnter,5470,2703,area,22,width,4,height,8
,,class name,D223,score,0.47,cnter,5465,2661,area,364,width,16,height,39
,,class name,D223,score,0.23,cnter,5467,2453,area,43,width,8,height,7
,,class name,D223,score,0.22,cnter,3450,2363,area,46,width,8,height,9
,,class name,D223,score,0.24,cnter,3511,2359,area,66,width,10,height,9
,,class name,D223,score,0.22,cnter,3794,2336,area,47,width,13,height,6
,,class name,D223,score,0.21,cnter,3781,2333,area,5,width,4,height,3
,,class name,D223,score,0.26,cnter,4295,2301,area,60,width,12,height,6
,,class name,D223,score,0.23,cnter,3121,2291,area,29,width,7,height,6
,,class name,D223,score,0.20,cnter,4125,2275,area,2,width,2,height,2
,,class name,D223,score,0.58,cnter,3593,2268,area,555,width,19,height,36
,,class name,D223,score,0.34,cnter,4113,2253,area,670,width,41,height,30
,,class name,D223,score,0.20,cnter,4169,2255,area,1,width,2,height,1
,,class name,D223,score,0.20,cnter,4185,2274,area,1,width,1,height,2
,,class name,D223,score,0.20,cnter,4186,2276,area,2,width,2,height,2
,,class name,D223,score,0.48,cnter,4188,2259,area,1695,width,74,height,52
,,class name,D223,score,0.26,cnter,5310,2106,area,52,width,12,height,7
,,class name,D223,score,0.32,cnter,5326,2101,area,108,width,17,height,10
,,class name,D223,score,0.21,cnter,5078,2065,area,14,width,5,height,4
,,class name,D223,score,0.41,cnter,4311,2066,area,704,width,88,height,37
,,class name,D223,score,0.23,cnter,4972,2015,area,48,width,12,height,6
,,class name,D223,score,0.21,cnter,4315,1994,area,26,width,7,height,5
,,class name,D223,score,0.55,cnter,4927,2008,area,802,width,32,height,35
,,class name,D223,score,0.66,cnter,4846,2006,area,955,width,35,height,37
,,class name,D223,score,0.20,cnter,4305,1992,area,2,width,2,height,2
,,class name,D223,score,0.20,cnter,4309,1995,area,2,width,2,height,2
,,class name,D223,score,0.41,cnter,4303,2004,area,617,width,33,height,32
,,class name,D223,score,0.24,cnter,4890,1983,area,119,width,30,height,11
,,class name,D223,score,0.55,cnter,3681,1988,area,710,width,35,height,30
,,class name,D223,score,0.29,cnter,3599,1981,area,148,width,17,height,14
,,class name,D223,score,0.27,cnter,5212,1947,area,56,width,8,height,8
,,class name,D223,score,0.22,cnter,5161,1943,area,19,width,6,height,4
,,class name,D223,score,0.21,cnter,3960,1929,area,14,width,5,height,4
,,class name,D223,score,0.36,cnter,5360,1852,area,83,width,12,height,8
14-12-2023, 11:40:09,image name,223_03.00_044_1.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.25,cnter,5320,3272,area,47,width,8,height,8
,,class name,D223,score,0.51,cnter,5336,2552,area,210,width,17,height,17
,,class name,D223,score,0.22,cnter,3534,2430,area,27,width,8,height,5
,,class name,D223,score,0.75,cnter,3618,2366,area,2415,width,101,height,74
,,class name,D223,score,0.26,cnter,4592,2045,area,117,width,28,height,5
,,class name,D223,score,0.24,cnter,4616,2045,area,63,width,15,height,6
14-12-2023, 11:40:47,image name,223_03.00_044_4.jpg,model name,Proj_020_071223_101200_07122023_122221.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.25,cnter,5319,3272,area,47,width,9,height,8
,,class name,D223,score,0.49,cnter,5335,2555,area,125,width,15,height,11
,,class name,D223,score,0.74,cnter,3598,2426,area,2617,width,115,height,48
,,class name,D223,score,0.67,cnter,3068,2384,area,907,width,28,height,69
,,class name,D223,score,0.21,cnter,3078,2272,area,18,width,7,height,5
,,class name,D223,score,0.60,cnter,3064,2088,area,1018,width,18,height,81
,,class name,D223,score,0.21,cnter,4410,2045,area,1,width,1,height,1
,,class name,D223,score,0.21,cnter,5264,1858,area,57,width,4,height,18
,,class name,D223,score,0.23,cnter,5298,1853,area,114,width,22,height,11
14-12-2023, 11:41:46,image name,223_03.00_044_4.jpg,model name,Proj_010_261023_110700_26102023_154930.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,
14-12-2023, 11:41:48,image name,223_03.00_044_4.jpg,model name,Proj_010_261023_110700_26102023_154930.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.20,cnter,3559,2433,area,2,width,2,height,2
,,class name,D223,score,0.76,cnter,3618,2430,area,1328,width,66,height,39
,,class name,D223,score,0.86,cnter,3071,2404,area,339,width,20,height,28
,,class name,D223,score,0.22,cnter,3064,2355,area,81,width,12,height,9
,,class name,D223,score,0.87,cnter,3063,2078,area,506,width,18,height,39
,,class name,D223,score,0.22,cnter,5443,1533,area,29,width,10,height,5
,,class name,D223,score,0.22,cnter,5423,1532,area,78,width,20,height,5
,,class name,D223,score,0.20,cnter,5447,1520,area,1,width,1,height,2
,,class name,D223,score,0.20,cnter,5441,1441,area,4,width,2,height,3
,,class name,D223,score,0.21,cnter,5429,1436,area,33,width,9,height,9
,,class name,D223,score,0.21,cnter,5437,1283,area,26,width,7,height,6
14-12-2023, 11:43:51,image name,223_03.00_044_5.jpg,model name,Proj_010_261023_110700_26102023_154930.vrws, Thresholds,0.20,1.00, roi used,false, angle,0.00, x,260.00, y,2949.00, width,5222.00, height,626.00
,,class name,D223,score,0.24,cnter,5335,2556,area,71,width,12,height,9
,,class name,D223,score,0.85,cnter,3615,2429,area,1574,width,70,height,33
,,class name,D223,score,0.23,cnter,5291,1855,area,89,width,11,height,12
,,class name,D223,score,0.21,cnter,5469,1533,area,3,width,2,height,2
,,class name,D223,score,0.20,cnter,5463,1512,area,3,width,2,height,2
,,class name,D223,score,0.25,cnter,5428,1523,area,807,width,58,height,25
,,class name,D223,score,0.20,cnter,5417,1470,area,1,width,1,height,2
,,class name,D223,score,0.20,cnter,5410,1471,area,2,width,2,height,1
,,class name,D223,score,0.20,cnter,5415,1470,area,5,width,4,height,3
,,class name,D223,score,0.21,cnter,5468,1468,area,25,width,6,height,10
,,class name,D223,score,0.20,cnter,5457,1456,area,1,width,1,height,1
,,class name,D223,score,0.20,cnter,5470,1455,area,2,width,2,height,1
,,class name,D223,score,0.21,cnter,5414,1456,area,21,width,6,height,6
,,class name,D223,score,0.23,cnter,5326,1461,area,143,width,11,height,19
,,class name,D223,score,0.20,cnter,5402,1431,area,3,width,3,height,2
,,class name,D223,score,0.20,cnter,5386,1431,area,1,width,1,height,1
,,class name,D223,score,0.20,cnter,5387,1432,area,1,width,1,height,1
,,class name,D223,score,0.20,cnter,5394,1432,area,2,width,2,height,2
,,class name,D223,score,0.23,cnter,5382,1449,area,443,width,22,height,39
,,class name,D223,score,0.40,cnter,5439,1435,area,1917,width,72,height,61
,,class name,D223,score,0.21,cnter,5353,1377,area,3,width,2,height,3
,,class name,D223,score,0.24,cnter,5323,1381,area,1431,width,31,height,100
,,class name,D223,score,0.22,cnter,5317,1302,area,160,width,11,height,23
,,class name,D223,score,0.21,cnter,5397,1373,area,1,width,2,height,1
,,class name,D223,score,0.20,cnter,5395,1372,area,1,width,2,height,1
,,class name,D223,score,0.20,cnter,5360,1396,area,3,width,2,height,3
,,class name,D223,score,0.21,cnter,5402,1283,area,7,width,5,height,3
,,class name,D223,score,0.31,cnter,5359,1360,area,216,width,22,height,26
,,class name,D223,score,0.20,cnter,5371,1354,area,1,width,2,height,1
,,class name,D223,score,0.85,cnter,5418,1351,area,7692,width,121,height,177
